School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out,Mother_Job_health,Mother_Job_other,Mother_Job_services,Mother_Job_teacher,Father_Job_health,Father_Job_other,Father_Job_services,Father_Job_teacher,Reason_for_Choosing_School_home,Reason_for_Choosing_School_other,Reason_for_Choosing_School_reputation,Guardian_mother,Guardian_other
0,0,21,1,1,1,4,4,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,9,12,13,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,0,18,0,1,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,0,16,0,0,1,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,2,1,13,10,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,15,1,1,0,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,1,10,11,11,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,18,1,0,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,12,12,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,16,1,1,0,3,3,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,6,10,9,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,15,0,0,1,2,1,1,2,0,0,0,0,1,1,0,1,1,5,4,2,1,1,5,3,10,9,10,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0,0,17,1,0,1,4,3,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,17,11,9,10,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,1,16,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,10,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,17,1,0,1,2,3,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,11,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,16,0,1,1,4,1,1,1,0,0,0,0,0,1,0,1,0,4,1,2,2,1,2,0,10,11,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,11,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,16,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,2,13,12,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,16,1,1,1,2,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,9,9,10,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1,1,16,1,1,1,4,3,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,9,14,13,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,16,0,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,9,13,14,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,17,1,0,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13,14,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,19,1,0,1,1,1,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,9,9,10,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,17,0,1,1,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1,0,17,1,0,1,3,3,2,1,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,12,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1,0,16,0,0,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,3,9,10,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,15,1,0,1,3,2,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,11,12,11,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,17,0,0,1,2,1,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,9,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,13,15,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,18,1,0,1,4,4,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,17,18,19,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,16,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,17,1,1,1,3,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,3,9,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,15,1,1,0,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,18,1,1,0,2,4,2,2,1,1,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,17,0,0,1,4,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17,18,18,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,18,0,0,1,3,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,9,8,9,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,18,0,0,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,13,18,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,17,1,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,23,9,7,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,15,0,0,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,8,8,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,18,1,1,1,4,3,2,1,0,0,1,0,0,1,0,1,0,3,2,4,1,4,1,8,12,12,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,15,0,1,1,1,3,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,4,2,10,11,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,16,1,0,1,3,3,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,13,14,14,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,0,18,1,1,0,2,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,16,1,0,1,2,2,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,9,11,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,15,1,1,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,1,11,12,13,0,0,0,1,0,1,0,0,0,0,0,1,1,0
0,1,15,1,0,0,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,12,12,12,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1,1,16,0,0,1,2,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,5,7,8,8,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,18,1,1,0,4,4,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,1,5,6,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,5,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,16,0,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14,14,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,16,1,0,1,3,3,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,16,1,0,1,3,3,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,1,11,13,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,15,1,1,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,16,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,0,17,0,0,1,2,2,2,2,0,1,0,0,0,1,1,0,1,5,1,3,1,1,5,0,11,9,10,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,15,1,0,1,4,4,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,10,11,11,0,1,0,0,0,0,0,1,0,1,0,0,1,0
0,0,18,1,1,1,2,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,19,1,0,1,3,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,5,12,12,12,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0,0,18,1,0,1,3,3,1,2,0,0,1,1,0,1,1,1,0,4,1,4,1,1,3,8,11,12,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,15,1,0,1,3,2,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,11,10,10,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,18,0,0,1,3,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,9,10,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,18,1,0,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,13,13,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,17,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,18,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,1,4,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,15,1,1,0,2,1,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,10,12,14,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,15,1,1,1,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,3,12,12,13,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,0,18,1,0,0,3,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,9,13,11,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,16,1,0,1,3,1,1,4,0,1,1,0,0,1,1,1,0,4,3,3,1,2,4,0,10,9,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,16,1,1,1,4,4,1,3,0,0,1,0,1,0,0,1,1,5,4,5,1,2,4,1,15,16,13,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0,17,0,0,1,4,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,12,13,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,15,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,14,15,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,16,1,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,14,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,17,0,0,1,2,2,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,2,12,8,11,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,17,1,0,1,3,2,1,1,3,0,1,1,1,1,1,1,0,5,5,5,2,4,5,2,8,8,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,1,0,1,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,18,0,1,1,1,1,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,1,17,17,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,16,1,0,1,2,2,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,1,11,11,11,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,1,17,0,1,1,1,3,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,3,12,11,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,16,0,0,1,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,7,10,11,11,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1,0,16,0,1,1,2,2,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,3,11,11,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,18,0,1,1,2,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,16,0,0,1,1,1,4,3,0,1,1,0,0,1,0,0,0,4,4,3,1,1,5,1,10,9,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,15,0,0,1,3,3,2,1,0,0,1,1,0,1,1,1,0,5,4,4,2,3,5,4,10,10,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,16,1,0,1,4,3,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,18,1,1,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,13,14,15,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,18,1,1,1,1,1,2,1,0,0,0,1,0,0,1,1,1,3,3,2,1,2,3,2,14,13,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,15,1,0,0,2,2,1,3,0,0,1,0,0,1,1,1,0,4,5,2,1,1,3,0,14,15,15,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,1,16,0,1,1,4,1,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,1,2,10,10,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,20,1,0,1,1,0,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,6,8,10,11,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,3,11,9,11,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,16,1,0,1,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,18,1,0,1,2,1,1,2,0,0,1,0,0,0,1,1,1,4,2,5,1,2,1,9,14,13,14,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,19,0,0,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,11,11,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,18,1,1,1,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,17,0,1,1,1,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8,10,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,0,17,1,0,0,2,2,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,10,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,18,0,1,1,2,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,19,0,0,1,1,1,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9,11,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,0,15,1,1,0,2,1,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,13,12,12,12,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1,0,19,0,0,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,11,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,16,1,1,0,3,3,1,2,0,0,1,0,0,1,1,1,0,2,4,5,1,4,3,6,13,12,13,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1,1,17,1,0,1,3,3,2,4,1,0,1,1,1,1,1,0,0,5,4,5,3,4,5,2,11,11,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,15,1,1,0,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,0,15,1,0,1,1,2,1,2,0,0,1,1,0,0,1,0,1,2,3,4,2,4,1,7,11,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,15,16,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,0,0,4,3,1,1,1,1,5,10,13,14,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,17,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,7,9,8,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,17,1,1,0,3,3,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,13,12,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,19,1,1,1,2,1,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,3,7,9,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,16,1,0,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,12,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,16,1,0,1,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,1,10,10,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,17,1,0,1,4,4,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,17,1,1,0,2,1,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,11,11,12,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,16,1,0,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,17,18,16,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,0,19,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,14,11,12,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,19,1,0,1,1,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,16,0,0,1,1,2,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,1,16,16,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,16,1,1,1,4,2,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,18,1,0,1,2,2,1,2,0,0,1,0,1,1,0,1,0,4,4,4,2,4,5,10,12,11,11,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1,17,1,0,1,3,4,1,2,1,0,1,0,0,0,1,1,1,5,4,4,3,4,5,9,8,9,8,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,0,17,1,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,11,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,16,0,0,1,0,1,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,7,12,11,12,0,0,1,0,0,0,0,1,0,0,0,1,1,0
0,1,19,0,0,0,3,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,19,0,0,1,3,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,18,0,0,1,2,2,2,3,0,0,0,0,0,0,1,0,0,5,3,3,1,2,4,0,14,17,14,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,18,1,1,0,4,4,1,2,0,0,1,0,1,1,0,1,0,5,4,3,1,1,2,0,17,16,17,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0,0,15,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,4,4,4,2,4,2,0,13,13,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,19,1,0,1,2,3,1,1,1,0,0,1,1,1,0,1,1,4,4,4,1,1,2,1,9,9,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,18,0,1,0,1,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,17,15,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,18,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,18,1,1,0,4,4,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,1,14,14,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,18,1,1,1,1,1,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,9,9,8,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,0,19,1,1,0,2,3,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11,11,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,17,1,1,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,12,13,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,17,0,1,1,4,3,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,0,17,1,0,1,4,4,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,3,15,14,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,15,8,9,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,18,1,1,1,4,4,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,2,17,17,17,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1,1,20,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,0,4,4,3,2,4,4,12,8,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,18,0,0,1,2,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,14,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,18,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,2,2,3,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,9,9,11,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,16,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0,1,17,1,0,1,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,11,9,8,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,16,0,1,1,2,2,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,2,9,10,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,18,1,0,1,3,4,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,10,12,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,18,0,0,0,4,4,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,12,12,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,0,16,0,0,1,4,4,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,7,16,16,17,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,16,0,0,1,1,2,1,3,0,1,1,0,0,0,1,1,0,4,3,4,1,1,3,4,13,13,14,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,17,0,1,0,4,4,2,2,0,0,1,0,1,1,1,1,0,3,3,3,2,3,4,1,13,11,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,17,0,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,5,2,2,1,1,4,0,9,9,11,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,16,0,0,1,0,3,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,11,11,12,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,15,1,1,1,3,3,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,14,12,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,18,1,0,1,2,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,3,10,10,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,16,0,0,0,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,3,14,13,13,0,0,1,0,0,0,0,0,1,0,0,1,1,0
0,1,15,1,0,1,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,15,15,16,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,1,16,1,0,1,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,1,17,16,17,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1,0,17,0,0,1,1,1,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0
